LAUS,State_FIPS,County_FIPS,County_Name_State,Year,,Labor_Force,Employed,Unemployed,Unemployment_Rate
CN0402700000000,04,027,"Yuma County, AZ",2015,,"93,222     ","73,038     ","20,184     ",21.7     
CN0500100000000,05,001,"Arkansas County, AR",2015,,"9,487     ","9,092     ",395     ,4.2     
CN0500300000000,05,003,"Ashley County, AR",2015,,"8,146     ","7,515     ",631     ,7.7     
CN0500500000000,05,005,"Baxter County, AR",2015,,"16,217     ","15,329     ",888     ,5.5     
CN0500700000000,05,007,"Benton County, AR",2015,,"121,826     ","117,246     ","4,580     ",3.8     
CN0500900000000,05,009,"Boone County, AR",2015,,"15,844     ","15,072     ",772     ,4.9     
CN0501100000000,05,011,"Bradley County, AR",2015,,"4,383     ","4,117     ",266     ,6.1     
CN0501300000000,05,013,"Calhoun County, AR",2015,,"2,408     ","2,277     ",131     ,5.4     
CN0501500000000,05,015,"Carroll County, AR",2015,,"12,657     ","12,080     ",577     ,4.6     
CN0501700000000,05,017,"Chicot County, AR",2015,,"3,726     ","3,388     ",338     ,9.1     
CN0501900000000,05,019,"Clark County, AR",2015,,"9,453     ","8,928     ",525     ,5.6     
CN0502100000000,05,021,"Clay County, AR",2015,,"6,297     ","5,882     ",415     ,6.6     
CN0502300000000,05,023,"Cleburne County, AR",2015,,"9,609     ","8,944     ",665     ,6.9     
CN0502500000000,05,025,"Cleveland County, AR",2015,,"3,358     ","3,169     ",189     ,5.6     
CN0502700000000,05,027,"Columbia County, AR",2015,,"9,537     ","8,914     ",623     ,6.5     
CN0502900000000,05,029,"Conway County, AR",2015,,"8,639     ","8,113     ",526     ,6.1     
CN0503100000000,05,031,"Craighead County, AR",2015,,"50,999     ","48,745     ","2,254     ",4.4     
CN0503300000000,05,033,"Crawford County, AR",2015,,"26,854     ","25,460     ","1,394     ",5.2     
CN0503500000000,05,035,"Crittenden County, AR",2015,,"21,424     ","20,102     ","1,322     ",6.2     
CN0503700000000,05,037,"Cross County, AR",2015,,"8,101     ","7,663     ",438     ,5.4     
CN0503900000000,05,039,"Dallas County, AR",2015,,"2,873     ","2,666     ",207     ,7.2     
CN0504100000000,05,041,"Desha County, AR",2015,,"5,547     ","5,142     ",405     ,7.3     
CN0504300000000,05,043,"Drew County, AR",2015,,"7,926     ","7,374     ",552     ,7.0     
CN0504500000000,05,045,"Faulkner County, AR",2015,,"59,915     ","57,123     ","2,792     ",4.7     
CN0504700000000,05,047,"Franklin County, AR",2015,,"7,412     ","7,047     ",365     ,4.9     
CN0504900000000,05,049,"Fulton County, AR",2015,,"4,759     ","4,511     ",248     ,5.2     
CN0505100000000,05,051,"Garland County, AR",2015,,"39,950     ","37,769     ","2,181     ",5.5     
CN0505300000000,05,053,"Grant County, AR",2015,,"8,258     ","7,883     ",375     ,4.5     
CN0505500000000,05,055,"Greene County, AR",2015,,"19,950     ","18,918     ","1,032     ",5.2     
CN0505700000000,05,057,"Hempstead County, AR",2015,,"9,856     ","9,369     ",487     ,4.9     
CN0505900000000,05,059,"Hot Spring County, AR",2015,,"14,158     ","13,445     ",713     ,5.0     
CN0506100000000,05,061,"Howard County, AR",2015,,"6,057     ","5,802     ",255     ,4.2     
CN0506300000000,05,063,"Independence County, AR",2015,,"15,667     ","14,656     ","1,011     ",6.5     
CN0506500000000,05,065,"Izard County, AR",2015,,"4,979     ","4,650     ",329     ,6.6     
CN0506700000000,05,067,"Jackson County, AR",2015,,"6,188     ","5,723     ",465     ,7.5     
CN0506900000000,05,069,"Jefferson County, AR",2015,,"28,769     ","26,744     ","2,025     ",7.0     
CN0507100000000,05,071,"Johnson County, AR",2015,,"10,399     ","9,801     ",598     ,5.8     
CN0507300000000,05,073,"Lafayette County, AR",2015,,"2,617     ","2,418     ",199     ,7.6     
CN0507500000000,05,075,"Lawrence County, AR",2015,,"7,046     ","6,623     ",423     ,6.0     
CN0507700000000,05,077,"Lee County, AR",2015,,"3,180     ","2,968     ",212     ,6.7     
CN0507900000000,05,079,"Lincoln County, AR",2015,,"4,126     ","3,873     ",253     ,6.1     
CN0508100000000,05,081,"Little River County, AR",2015,,"5,594     ","5,289     ",305     ,5.5     
CN0508300000000,05,083,"Logan County, AR",2015,,"9,162     ","8,636     ",526     ,5.7     
CN0508500000000,05,085,"Lonoke County, AR",2015,,"33,000     ","31,618     ","1,382     ",4.2     
CN0508700000000,05,087,"Madison County, AR",2015,,"7,082     ","6,810     ",272     ,3.8     
CN0508900000000,05,089,"Marion County, AR",2015,,"6,524     ","6,187     ",337     ,5.2     
CN0509100000000,05,091,"Miller County, AR",2015,,"19,910     ","18,916     ",994     ,5.0     
CN0509300000000,05,093,"Mississippi County, AR",2015,,"18,370     ","16,720     ","1,650     ",9.0     
CN0509500000000,05,095,"Monroe County, AR",2015,,"2,973     ","2,793     ",180     ,6.1     
CN0509700000000,05,097,"Montgomery County, AR",2015,,"3,227     ","3,008     ",219     ,6.8     
CN0509900000000,05,099,"Nevada County, AR",2015,,"3,633     ","3,452     ",181     ,5.0     
CN0510100000000,05,101,"Newton County, AR",2015,,"3,394     ","3,230     ",164     ,4.8     
CN0510300000000,05,103,"Ouachita County, AR",2015,,"9,882     ","9,256     ",626     ,6.3     
CN0510500000000,05,105,"Perry County, AR",2015,,"4,201     ","3,944     ",257     ,6.1     
CN0510700000000,05,107,"Phillips County, AR",2015,,"6,995     ","6,466     ",529     ,7.6     
CN0510900000000,05,109,"Pike County, AR",2015,,"4,168     ","3,922     ",246     ,5.9     
CN0511100000000,05,111,"Poinsett County, AR",2015,,"10,064     ","9,502     ",562     ,5.6     
CN0511300000000,05,113,"Polk County, AR",2015,,"8,295     ","7,815     ",480     ,5.8     
CN0511500000000,05,115,"Pope County, AR",2015,,"29,676     ","28,110     ","1,566     ",5.3     
CN0511700000000,05,117,"Prairie County, AR",2015,,"3,728     ","3,553     ",175     ,4.7     
CN0511900000000,05,119,"Pulaski County, AR",2015,,"186,061     ","177,567     ","8,494     ",4.6     
CN0512100000000,05,121,"Randolph County, AR",2015,,"6,184     ","5,742     ",442     ,7.1     
CN0512300000000,05,123,"St. Francis County, AR",2015,,"8,948     ","8,302     ",646     ,7.2     
CN0512500000000,05,125,"Saline County, AR",2015,,"55,992     ","53,714     ","2,278     ",4.1     
CN0512700000000,05,127,"Scott County, AR",2015,,"4,486     ","4,271     ",215     ,4.8     
CN0512900000000,05,129,"Searcy County, AR",2015,,"3,027     ","2,856     ",171     ,5.6     
CN0513100000000,05,131,"Sebastian County, AR",2015,,"57,731     ","54,961     ","2,770     ",4.8     
CN0513300000000,05,133,"Sevier County, AR",2015,,"5,603     ","5,260     ",343     ,6.1     
CN0513500000000,05,135,"Sharp County, AR",2015,,"6,004     ","5,591     ",413     ,6.9     
CN0513700000000,05,137,"Stone County, AR",2015,,"4,705     ","4,411     ",294     ,6.2     
CN0513900000000,05,139,"Union County, AR",2015,,"16,871     ","15,837     ","1,034     ",6.1     
CN0514100000000,05,141,"Van Buren County, AR",2015,,"6,427     ","5,996     ",431     ,6.7     
CN0514300000000,05,143,"Washington County, AR",2015,,"115,236     ","111,175     ","4,061     ",3.5     
CN0514500000000,05,145,"White County, AR",2015,,"34,536     ","32,391     ","2,145     ",6.2     
CN0514700000000,05,147,"Woodruff County, AR",2015,,"3,031     ","2,837     ",194     ,6.4     
CN0514900000000,05,149,"Yell County, AR",2015,,"8,941     ","8,486     ",455     ,5.1     
CN0600100000000,06,001,"Alameda County, CA",2015,,"823,130     ","784,217     ","38,913     ",4.7     
CN0600300000000,06,003,"Alpine County, CA",2015,,546     ,506     ,40     ,7.3     
CN0600500000000,06,005,"Amador County, CA",2015,,"14,343     ","13,396     ",947     ,6.6     
CN0600700000000,06,007,"Butte County, CA",2015,,"101,337     ","94,074     ","7,263     ",7.2     
CN0600900000000,06,009,"Calaveras County, CA",2015,,"20,586     ","19,272     ","1,314     ",6.4     
CN0601100000000,06,011,"Colusa County, CA",2015,,"11,070     ","9,367     ","1,703     ",15.4     
CN0601300000000,06,013,"Contra Costa County, CA",2015,,"547,455     ","519,999     ","27,456     ",5.0     
CN0601500000000,06,015,"Del Norte County, CA",2015,,"9,876     ","9,033     ",843     ,8.5     
CN0601700000000,06,017,"El Dorado County, CA",2015,,"88,350     ","83,326     ","5,024     ",5.7     
CN0601900000000,06,019,"Fresno County, CA",2015,,"441,364     ","396,410     ","44,954     ",10.2     
CN0602100000000,06,021,"Glenn County, CA",2015,,"12,988     ","11,856     ","1,132     ",8.7     
CN0602300000000,06,023,"Humboldt County, CA",2015,,"62,454     ","58,964     ","3,490     ",5.6     
CN0602500000000,06,025,"Imperial County, CA",2015,,"78,162     ","59,351     ","18,811     ",24.1     
CN0602700000000,06,027,"Inyo County, CA",2015,,"9,107     ","8,580     ",527     ,5.8     
CN0602900000000,06,029,"Kern County, CA",2015,,"390,873     ","350,944     ","39,929     ",10.2     
CN0603100000000,06,031,"Kings County, CA",2015,,"57,873     ","51,797     ","6,076     ",10.5     
CN0603300000000,06,033,"Lake County, CA",2015,,"29,060     ","26,852     ","2,208     ",7.6     
CN0603500000000,06,035,"Lassen County, CA",2015,,"10,783     ","10,004     ",779     ,7.2     
CN0603700000000,06,037,"Los Angeles County, CA",2015,,"5,002,332     ","4,671,098     ","331,234     ",6.6     
CN0603900000000,06,039,"Madera County, CA",2015,,"60,021     ","53,719     ","6,302     ",10.5     
CN0604100000000,06,041,"Marin County, CA",2015,,"139,512     ","134,572     ","4,940     ",3.5     
CN0604300000000,06,043,"Mariposa County, CA",2015,,"8,027     ","7,454     ",573     ,7.1     
CN0604500000000,06,045,"Mendocino County, CA",2015,,"39,930     ","37,609     ","2,321     ",5.8     
CN0604700000000,06,047,"Merced County, CA",2015,,"114,340     ","101,362     ","12,978     ",11.4     
CN0604900000000,06,049,"Modoc County, CA",2015,,"3,305     ","3,022     ",283     ,8.6     
CN0605100000000,06,051,"Mono County, CA",2015,,"8,262     ","7,757     ",505     ,6.1     
CN0605300000000,06,053,"Monterey County, CA",2015,,"218,811     ","201,110     ","17,701     ",8.1     
CN0605500000000,06,055,"Napa County, CA",2015,,"73,937     ","70,523     ","3,414     ",4.6     
CN0605700000000,06,057,"Nevada County, CA",2015,,"48,140     ","45,532     ","2,608     ",5.4     
CN0605900000000,06,059,"Orange County, CA",2015,,"1,588,764     ","1,517,820     ","70,944     ",4.5     
CN0606100000000,06,061,"Placer County, CA",2015,,"176,855     ","167,923     ","8,932     ",5.1     
CN0606300000000,06,063,"Plumas County, CA",2015,,"7,900     ","7,088     ",812     ,10.3     
CN0606500000000,06,065,"Riverside County, CA",2015,,"1,035,694     ","966,338     ","69,356     ",6.7     
CN0606700000000,06,067,"Sacramento County, CA",2015,,"685,987     ","644,870     ","41,117     ",6.0     
CN0606900000000,06,069,"San Benito County, CA",2015,,"29,342     ","27,087     ","2,255     ",7.7     
CN0607100000000,06,071,"San Bernardino County, CA",2015,,"921,170     ","861,894     ","59,276     ",6.4     
CN0607300000000,06,073,"San Diego County, CA",2015,,"1,554,903     ","1,474,197     ","80,706     ",5.2     
CN0607500000000,06,075,"San Francisco County/city, CA",2015,,"545,704     ","525,939     ","19,765     ",3.6     
CN0607700000000,06,077,"San Joaquin County, CA",2015,,"315,286     ","287,278     ","28,008     ",8.9     
CN0607900000000,06,079,"San Luis Obispo County, CA",2015,,"139,613     ","133,029     ","6,584     ",4.7     
CN0608100000000,06,081,"San Mateo County, CA",2015,,"437,690     ","422,826     ","14,864     ",3.4     
CN0608300000000,06,083,"Santa Barbara County, CA",2015,,"217,769     ","206,250     ","11,519     ",5.3     
CN0608500000000,06,085,"Santa Clara County, CA",2015,,"1,009,804     ","967,710     ","42,094     ",4.2     
CN0608700000000,06,087,"Santa Cruz County, CA",2015,,"143,426     ","132,675     ","10,751     ",7.5     
CN0608900000000,06,089,"Shasta County, CA",2015,,"74,324     ","68,550     ","5,774     ",7.8     
CN0609100000000,06,091,"Sierra County, CA",2015,,"1,356     ","1,237     ",119     ,8.8     
CN0609300000000,06,093,"Siskiyou County, CA",2015,,"17,920     ","16,242     ","1,678     ",9.4     
CN0609500000000,06,095,"Solano County, CA",2015,,"205,325     ","192,736     ","12,589     ",6.1     
CN0609700000000,06,097,"Sonoma County, CA",2015,,"258,426     ","246,837     ","11,589     ",4.5     
CN0609900000000,06,099,"Stanislaus County, CA",2015,,"241,609     ","218,687     ","22,922     ",9.5     
CN0610100000000,06,101,"Sutter County, CA",2015,,"44,704     ","39,914     ","4,790     ",10.7     
CN0610300000000,06,103,"Tehama County, CA",2015,,"25,076     ","23,094     ","1,982     ",7.9     
CN0610500000000,06,105,"Trinity County, CA",2015,,"5,142     ","4,742     ",400     ,7.8     
CN0610700000000,06,107,"Tulare County, CA",2015,,"204,111     ","180,569     ","23,542     ",11.5     
CN0610900000000,06,109,"Tuolumne County, CA",2015,,"21,578     ","20,058     ","1,520     ",7.0     
CN0611100000000,06,111,"Ventura County, CA",2015,,"428,437     ","404,239     ","24,198     ",5.6     
CN0611300000000,06,113,"Yolo County, CA",2015,,"104,706     ","97,963     ","6,743     ",6.4     
CN0611500000000,06,115,"Yuba County, CA",2015,,"27,881     ","25,301     ","2,580     ",9.3     
CN0800100000000,08,001,"Adams County, CO",2015,,"247,717     ","236,940     ","10,777     ",4.4     
CN0800300000000,08,003,"Alamosa County, CO",2015,,"7,649     ","7,254     ",395     ,5.2     
CN0800500000000,08,005,"Arapahoe County, CO",2015,,"334,230     ","321,794     ","12,436     ",3.7     
CN0800700000000,08,007,"Archuleta County, CO",2015,,"6,010     ","5,767     ",243     ,4.0     
CN0800900000000,08,009,"Baca County, CO",2015,,"1,969     ","1,929     ",40     ,2.0     
CN0801100000000,08,011,"Bent County, CO",2015,,"1,731     ","1,663     ",68     ,3.9     
CN0801300000000,08,013,"Boulder County, CO",2015,,"176,707     ","171,102     ","5,605     ",3.2     
CN0801400000000,08,014,"Broomfield County/city, CO",2015,,"35,527     ","34,353     ","1,174     ",3.3     
CN0801500000000,08,015,"Chaffee County, CO",2015,,"8,491     ","8,201     ",290     ,3.4     
CN0801700000000,08,017,"Cheyenne County, CO",2015,,"1,010     ",983     ,27     ,2.7     
CN0801900000000,08,019,"Clear Creek County, CO",2015,,"5,542     ","5,339     ",203     ,3.7     
CN0802100000000,08,021,"Conejos County, CO",2015,,"3,597     ","3,392     ",205     ,5.7     
CN0802300000000,08,023,"Costilla County, CO",2015,,"1,622     ","1,518     ",104     ,6.4     
CN0802500000000,08,025,"Crowley County, CO",2015,,"1,353     ","1,293     ",60     ,4.4     
CN0802700000000,08,027,"Custer County, CO",2015,,"1,988     ","1,918     ",70     ,3.5     
CN0802900000000,08,029,"Delta County, CO",2015,,"13,438     ","12,670     ",768     ,5.7     
CN0803100000000,08,031,"Denver County/city, CO",2015,,"375,443     ","361,592     ","13,851     ",3.7     
CN0803300000000,08,033,"Dolores County, CO",2015,,"1,322     ","1,281     ",41     ,3.1     
CN0803500000000,08,035,"Douglas County, CO",2015,,"172,093     ","166,762     ","5,331     ",3.1     
CN0803700000000,08,037,"Eagle County, CO",2015,,"32,734     ","31,707     ","1,027     ",3.1     
CN0803900000000,08,039,"Elbert County, CO",2015,,"13,256     ","12,839     ",417     ,3.1     
CN0804100000000,08,041,"El Paso County, CO",2015,,"307,567     ","293,453     ","14,114     ",4.6     
CN0804300000000,08,043,"Fremont County, CO",2015,,"14,497     ","13,602     ",895     ,6.2     
CN0804500000000,08,045,"Garfield County, CO",2015,,"30,458     ","29,194     ","1,264     ",4.1     
CN0804700000000,08,047,"Gilpin County, CO",2015,,"3,397     ","3,291     ",106     ,3.1     
CN0804900000000,08,049,"Grand County, CO",2015,,"9,051     ","8,759     ",292     ,3.2     
CN0805100000000,08,051,"Gunnison County, CO",2015,,"9,787     ","9,498     ",289     ,3.0     
CN0805300000000,08,053,"Hinsdale County, CO",2015,,440     ,427     ,13     ,3.0     
CN0805500000000,08,055,"Huerfano County, CO",2015,,"2,369     ","2,186     ",183     ,7.7     
CN0805700000000,08,057,"Jackson County, CO",2015,,834     ,803     ,31     ,3.7     
CN0805900000000,08,059,"Jefferson County, CO",2015,,"308,750     ","297,859     ","10,891     ",3.5     
CN0806100000000,08,061,"Kiowa County, CO",2015,,791     ,770     ,21     ,2.7     
CN0806300000000,08,063,"Kit Carson County, CO",2015,,"4,319     ","4,215     ",104     ,2.4     
CN0806500000000,08,065,"Lake County, CO",2015,,"4,566     ","4,389     ",177     ,3.9     
CN0806700000000,08,067,"La Plata County, CO",2015,,"29,848     ","28,819     ","1,029     ",3.4     
CN0806900000000,08,069,"Larimer County, CO",2015,,"180,520     ","174,549     ","5,971     ",3.3     
CN0807100000000,08,071,"Las Animas County, CO",2015,,"6,126     ","5,782     ",344     ,5.6     
CN0807300000000,08,073,"Lincoln County, CO",2015,,"2,169     ","2,095     ",74     ,3.4     
CN0807500000000,08,075,"Logan County, CO",2015,,"10,928     ","10,595     ",333     ,3.0     
CN0807700000000,08,077,"Mesa County, CO",2015,,"71,779     ","67,806     ","3,973     ",5.5     
CN0807900000000,08,079,"Mineral County, CO",2015,,445     ,429     ,16     ,3.6     
CN0808100000000,08,081,"Moffat County, CO",2015,,"7,104     ","6,781     ",323     ,4.5     
CN0808300000000,08,083,"Montezuma County, CO",2015,,"12,335     ","11,634     ",701     ,5.7     
CN0808500000000,08,085,"Montrose County, CO",2015,,"19,321     ","18,346     ",975     ,5.0     
CN0808700000000,08,087,"Morgan County, CO",2015,,"14,663     ","14,106     ",557     ,3.8     
CN0808900000000,08,089,"Otero County, CO",2015,,"7,880     ","7,423     ",457     ,5.8     
CN0809100000000,08,091,"Ouray County, CO",2015,,"2,153     ","2,060     ",93     ,4.3     
CN0809300000000,08,093,"Park County, CO",2015,,"9,365     ","9,043     ",322     ,3.4     
CN0809500000000,08,095,"Phillips County, CO",2015,,"2,356     ","2,300     ",56     ,2.4     
CN0809700000000,08,097,"Pitkin County, CO",2015,,"10,734     ","10,319     ",415     ,3.9     
CN0809900000000,08,099,"Prowers County, CO",2015,,"5,811     ","5,576     ",235     ,4.0     
CN0810100000000,08,101,"Pueblo County, CO",2015,,"71,679     ","67,632     ","4,047     ",5.6     
CN0810300000000,08,103,"Rio Blanco County, CO",2015,,"2,805     ","2,658     ",147     ,5.2     
CN0810500000000,08,105,"Rio Grande County, CO",2015,,"4,865     ","4,558     ",307     ,6.3     
CN0810700000000,08,107,"Routt County, CO",2015,,"14,274     ","13,810     ",464     ,3.3     
CN0810900000000,08,109,"Saguache County, CO",2015,,"3,077     ","2,888     ",189     ,6.1     
CN0811100000000,08,111,"San Juan County, CO",2015,,470     ,450     ,20     ,4.3     
CN0811300000000,08,113,"San Miguel County, CO",2015,,"5,071     ","4,879     ",192     ,3.8     
CN0811500000000,08,115,"Sedgwick County, CO",2015,,"1,146     ","1,107     ",39     ,3.4     
CN0811700000000,08,117,"Summit County, CO",2015,,"20,553     ","20,034     ",519     ,2.5     
CN0811900000000,08,119,"Teller County, CO",2015,,"11,400     ","10,892     ",508     ,4.5     
CN0812100000000,08,121,"Washington County, CO",2015,,"2,783     ","2,712     ",71     ,2.6     
CN0812300000000,08,123,"Weld County, CO",2015,,"147,722     ","142,040     ","5,682     ",3.8     
CN0812500000000,08,125,"Yuma County, CO",2015,,"5,129     ","4,995     ",134     ,2.6     
CN0900100000000,09,001,"Fairfield County, CT",2015,,"481,852     ","456,134     ","25,718     ",5.3     
CN0900300000000,09,003,"Hartford County, CT",2015,,"474,499     ","446,575     ","27,924     ",5.9     
CN0900500000000,09,005,"Litchfield County, CT",2015,,"105,607     ","100,157     ","5,450     ",5.2     
CN0900700000000,09,007,"Middlesex County, CT",2015,,"92,262     ","87,695     ","4,567     ",5.0     
CN0900900000000,09,009,"New Haven County, CT",2015,,"456,601     ","428,192     ","28,409     ",6.2     
CN0901100000000,09,011,"New London County, CT",2015,,"136,999     ","128,887     ","8,112     ",5.9     
CN0901300000000,09,013,"Tolland County, CT",2015,,"85,126     ","80,888     ","4,238     ",5.0     
CN0901500000000,09,015,"Windham County, CT",2015,,"62,883     ","58,905     ","3,978     ",6.3     
CN1000100000000,10,001,"Kent County, DE",2015,,"76,595     ","72,470     ","4,125     ",5.4     
CN1000300000000,10,003,"New Castle County, DE",2015,,"292,479     ","278,738     ","13,741     ",4.7     
CN1000500000000,10,005,"Sussex County, DE",2015,,"98,037     ","93,196     ","4,841     ",4.9     
CN1100100000000,11,001,District of Columbia,2015,,"388,057     ","361,324     ","26,733     ",6.9     
CN1200100000000,12,001,"Alachua County, FL",2015,,"129,509     ","123,529     ","5,980     ",4.6     
CN1200300000000,12,003,"Baker County, FL",2015,,"11,174     ","10,549     ",625     ,5.6     
CN1200500000000,12,005,"Bay County, FL",2015,,"87,546     ","82,751     ","4,795     ",5.5     
CN1200700000000,12,007,"Bradford County, FL",2015,,"10,746     ","10,226     ",520     ,4.8     
CN1200900000000,12,009,"Brevard County, FL",2015,,"256,470     ","241,082     ","15,388     ",6.0     
CN1201100000000,12,011,"Broward County, FL",2015,,"988,228     ","937,544     ","50,684     ",5.1     
CN1201300000000,12,013,"Calhoun County, FL",2015,,"4,942     ","4,639     ",303     ,6.1     
CN1201500000000,12,015,"Charlotte County, FL",2015,,"67,666     ","63,599     ","4,067     ",6.0     
CN1201700000000,12,017,"Citrus County, FL",2015,,"47,816     ","44,217     ","3,599     ",7.5     
CN1201900000000,12,019,"Clay County, FL",2015,,"98,464     ","93,493     ","4,971     ",5.0     
CN1202100000000,12,021,"Collier County, FL",2015,,"163,708     ","155,094     ","8,614     ",5.3     
CN1202300000000,12,023,"Columbia County, FL",2015,,"28,978     ","27,383     ","1,595     ",5.5     
CN1202700000000,12,027,"DeSoto County, FL",2015,,"13,379     ","12,601     ",778     ,5.8     
CN1202900000000,12,029,"Dixie County, FL",2015,,"5,587     ","5,239     ",348     ,6.2     
CN1203100000000,12,031,"Duval County, FL",2015,,"460,613     ","433,842     ","26,771     ",5.8     
CN1203300000000,12,033,"Escambia County, FL",2015,,"138,136     ","130,409     ","7,727     ",5.6     
CN1203500000000,12,035,"Flagler County, FL",2015,,"43,676     ","40,928     ","2,748     ",6.3     
CN1203700000000,12,037,"Franklin County, FL",2015,,"4,773     ","4,548     ",225     ,4.7     
CN1203900000000,12,039,"Gadsden County, FL",2015,,"18,212     ","16,900     ","1,312     ",7.2     
CN1204100000000,12,041,"Gilchrist County, FL",2015,,"6,499     ","6,131     ",368     ,5.7     
CN1204300000000,12,043,"Glades County, FL",2015,,"4,711     ","4,374     ",337     ,7.2     
CN1204500000000,12,045,"Gulf County, FL",2015,,"5,995     ","5,680     ",315     ,5.3     
CN1204700000000,12,047,"Hamilton County, FL",2015,,"4,522     ","4,228     ",294     ,6.5     
CN1204900000000,12,049,"Hardee County, FL",2015,,"10,091     ","9,386     ",705     ,7.0     
CN1205100000000,12,051,"Hendry County, FL",2015,,"15,099     ","13,491     ","1,608     ",10.6     
CN1205300000000,12,053,"Hernando County, FL",2015,,"66,100     ","61,502     ","4,598     ",7.0     
CN1205500000000,12,055,"Highlands County, FL",2015,,"35,344     ","32,691     ","2,653     ",7.5     
CN1205700000000,12,057,"Hillsborough County, FL",2015,,"689,381     ","654,510     ","34,871     ",5.1     
CN1205900000000,12,059,"Holmes County, FL",2015,,"6,692     ","6,280     ",412     ,6.2     
CN1206100000000,12,061,"Indian River County, FL",2015,,"61,223     ","57,023     ","4,200     ",6.9     
CN1206300000000,12,063,"Jackson County, FL",2015,,"17,313     ","16,291     ","1,022     ",5.9     
CN1206500000000,12,065,"Jefferson County, FL",2015,,"5,375     ","5,054     ",321     ,6.0     
CN1206700000000,12,067,"Lafayette County, FL",2015,,"3,204     ","3,057     ",147     ,4.6     
CN1206900000000,12,069,"Lake County, FL",2015,,"140,801     ","133,031     ","7,770     ",5.5     
CN1207100000000,12,071,"Lee County, FL",2015,,"319,381     ","302,883     ","16,498     ",5.2     
CN1207300000000,12,073,"Leon County, FL",2015,,"147,573     ","140,142     ","7,431     ",5.0     
CN1207500000000,12,075,"Levy County, FL",2015,,"16,448     ","15,496     ",952     ,5.8     
CN1207700000000,12,077,"Liberty County, FL",2015,,"2,638     ","2,483     ",155     ,5.9     
CN1207900000000,12,079,"Madison County, FL",2015,,"7,476     ","7,016     ",460     ,6.2     
CN1208100000000,12,081,"Manatee County, FL",2015,,"164,899     ","156,532     ","8,367     ",5.1     
CN1208300000000,12,083,"Marion County, FL",2015,,"130,198     ","121,727     ","8,471     ",6.5     
CN1208500000000,12,085,"Martin County, FL",2015,,"69,503     ","65,768     ","3,735     ",5.4     
CN1208600000000,12,086,"Miami-Dade County, FL",2015,,"1,317,053     ","1,239,626     ","77,427     ",5.9     
CN1208700000000,12,087,"Monroe County, FL",2015,,"45,783     ","44,186     ","1,597     ",3.5     
CN1208900000000,12,089,"Nassau County, FL",2015,,"36,565     ","34,682     ","1,883     ",5.1     
CN1209100000000,12,091,"Okaloosa County, FL",2015,,"91,741     ","87,579     ","4,162     ",4.5     
CN1209300000000,12,093,"Okeechobee County, FL",2015,,"17,249     ","16,162     ","1,087     ",6.3     
CN1209500000000,12,095,"Orange County, FL",2015,,"686,092     ","651,611     ","34,481     ",5.0     
CN1209700000000,12,097,"Osceola County, FL",2015,,"157,274     ","148,194     ","9,080     ",5.8     
CN1209900000000,12,099,"Palm Beach County, FL",2015,,"690,937     ","655,590     ","35,347     ",5.1     
CN1210100000000,12,101,"Pasco County, FL",2015,,"215,394     ","202,727     ","12,667     ",5.9     
CN1210300000000,12,103,"Pinellas County, FL",2015,,"470,699     ","447,351     ","23,348     ",5.0     
CN1210500000000,12,105,"Polk County, FL",2015,,"279,976     ","262,248     ","17,728     ",6.3     
CN1210700000000,12,107,"Putnam County, FL",2015,,"27,267     ","25,183     ","2,084     ",7.6     
CN1210900000000,12,109,"St. Johns County, FL",2015,,"113,384     ","108,908     ","4,476     ",3.9     
CN1211100000000,12,111,"St. Lucie County, FL",2015,,"131,310     ","122,938     ","8,372     ",6.4     
CN1211300000000,12,113,"Santa Rosa County, FL",2015,,"73,970     ","70,388     ","3,582     ",4.8     
CN1211500000000,12,115,"Sarasota County, FL",2015,,"177,827     ","168,802     ","9,025     ",5.1     
CN1211700000000,12,117,"Seminole County, FL",2015,,"236,649     ","224,989     ","11,660     ",4.9     
CN1211900000000,12,119,"Sumter County, FL",2015,,"28,635     ","26,430     ","2,205     ",7.7     
CN1212100000000,12,121,"Suwannee County, FL",2015,,"17,937     ","16,957     ",980     ,5.5     
CN1212300000000,12,123,"Taylor County, FL",2015,,"8,981     ","8,377     ",604     ,6.7     
CN1212500000000,12,125,"Union County, FL",2015,,"4,736     ","4,505     ",231     ,4.9     
CN1212700000000,12,127,"Volusia County, FL",2015,,"238,676     ","224,701     ","13,975     ",5.9     
CN1212900000000,12,129,"Wakulla County, FL",2015,,"13,960     ","13,308     ",652     ,4.7     
CN1213100000000,12,131,"Walton County, FL",2015,,"27,844     ","26,534     ","1,310     ",4.7     
CN1213300000000,12,133,"Washington County, FL",2015,,"9,610     ","9,038     ",572     ,6.0     
CN1300100000000,13,001,"Appling County, GA",2015,,"8,673     ","8,040     ",633     ,7.3     
CN1300300000000,13,003,"Atkinson County, GA",2015,,"3,866     ","3,644     ",222     ,5.7     
CN1300500000000,13,005,"Bacon County, GA",2015,,"4,896     ","4,615     ",281     ,5.7     
CN1300700000000,13,007,"Baker County, GA",2015,,"1,124     ","1,042     ",82     ,7.3     
CN1300900000000,13,009,"Baldwin County, GA",2015,,"17,750     ","16,391     ","1,359     ",7.7     
CN1301100000000,13,011,"Banks County, GA",2015,,"8,222     ","7,764     ",458     ,5.6     
CN1301300000000,13,013,"Barrow County, GA",2015,,"36,122     ","34,224     ","1,898     ",5.3     
